Price,Chapters,Title,Genres,Author,Published,Magazines,MAL Scores,18+
199,231,Jujutsu Kaisen,"Drama,Action,Shounen,Super Natural",Gege Akutami,"Mar 04, 2018 to ?"," Shounen Jump (Weekly)","8.53 by 143,561 users",yes
